,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7,feature_edge,feature_distance,length
0,11.992,3.096,1.366,31.2,0.0,65.6,0.0,0.0,3.2,13157.0,51.4,96.6,12.570000000000002,1.4,16.324,-87.702,4.0,5.0,4.8,3.4,6.8,3.0,0.2,0.8,-85.848,-91.44,-98.522,-101.076,-106.28600000000002,-103.55,-105.73800000000001,-101.412,-81.15,-92.6,-95.586,-98.936,-102.96,-103.6,-103.676,-100.24,-81.962,-90.024,-97.424,-100.038,-103.726,-101.826,-104.298,-97.188,-84.934,-92.4,-99.662,-99.75,-106.25,-104.202,-105.93800000000002,-100.964,-89.596265022,11.526000000000002,8.274000000000001,-0.07599999999999998,-3.7120000000000006,-7.537999999999999,-10.476,-12.674000000000001,-13.15,16.887999999999998,6.6259999999999994,3.2620000000000005,-1.1500000000000001,-4.402,-8.452000000000002,-10.924000000000001,-11.776,13.25,7.312,-1.238,-5.348,-7.5,-11.598,-13.238,-13.288,14.051999999999998,7.164,-1.2259999999999998,-1.174,-7.398000000000001,-10.702000000000002,-13.187999999999999,-13.026,4.0,168.0,5.0
1,270.7125,12.942499999999999,2.0,0.0,1543.75,0.0,0.0,0.0,8.727500000000001,385682.0,249.75,1544.0,13.704999999999998,2.0,16.91,-71.63,17.75,1.0,16.5,18.25,10.0,12.75,10.0,13.75,-83.39,-85.83,-82.0,-81.9075,-84.4375,-90.015,-82.155,-85.44,-83.8,-79.19,-79.485,-79.8625,-80.4075,-84.4875,-78.6725,-80.625,-78.54843902439023,-89.06309756097562,-93.74090243902438,-94.9909512195122,-100.02312195121951,-99.26812195121951,-100.65326829268292,-99.33536363636364,-79.03626829268293,-84.56036585365854,-91.36636585365855,-91.57365853658536,-96.35621951219512,-95.51575609756097,-96.28521951219513,-101.52472727272728,-69.1275,-5.3625,8.8125,-0.7975000000000003,3.095,-0.75,-3.175,2.1100000000000003,0.7650000000000001,-2.9050000000000002,15.347500000000002,5.3425,5.89,7.345,4.0975,10.94,8.2375,10.529146341463415,3.787951219512195,0.7878292682926828,-2.426073170731707,-6.336829268292683,-8.684243902439025,-10.302170731707317,-12.683545454545456,9.482463414634147,7.298097560975609,1.031878048780488,-0.043585365853658575,-3.9693658536585366,-5.9944146341463425,-7.923878048780487,-12.478,5.5,137.56283342510633,4.0
2,144.39,18.19,1.21,1240.0,321.0,0.0,0.0,0.0,8.64,392623.0,252.0,1561.0,11.34,1.0,9.38,-103.0,16.0,17.0,18.0,1.0,0.0,8.0,25.0,9.0,-114.69,-107.06,-126.31,-110.56,-115.13,-114.94,-114.13,-104.0,-108.44,-102.81,-113.38,-112.13,-118.38,-114.75,-112.19,-103.94,-78.54843902439023,-89.06309756097562,-93.74090243902438,-94.9909512195122,-100.02312195121951,-99.26812195121951,-100.65326829268292,-99.33536363636364,-79.03626829268293,-84.56036585365854,-91.36636585365855,-91.57365853658536,-96.35621951219512,-95.51575609756097,-96.28521951219513,-101.52472727272728,-113.0,-5.0,1.44,-17.25,4.5,-1.81,-5.06,-0.19,9.19,-0.75,3.63,-6.69,2.88,-5.38,-4.31,-1.81,9.38,10.529146341463415,3.787951219512195,0.7878292682926828,-2.426073170731707,-6.336829268292683,-8.684243902439025,-10.302170731707317,-12.683545454545456,9.482463414634147,7.298097560975609,1.031878048780488,-0.043585365853658575,-3.9693658536585366,-5.9944146341463425,-7.923878048780487,-12.478,7.0,94.14107921805034,1.0
3,162.8478048780488,17.46439024390244,3.816341463414634,16.390243902439025,10.170731707317072,56.1219512195122,654.5365853658536,0.0,9.348292682926829,141276.24390243902,191.3170731707317,737.7073170731708,14.587073170731708,3.658536585365854,10.259024390243903,-78.38999999999999,5.0,5.682926829268292,3.5853658536585367,3.4146341463414633,1.048780487804878,1.146341463414634,1.1219512195121952,15.0,-68.61756097560976,-79.07439024390244,-81.74146341463415,-81.44195121951219,-88.39951219512196,-88.5039024390244,-87.9839024390244,-113.94,-72.06121951219511,-78.01926829268295,-83.49585365853659,-83.92341463414634,-87.39463414634146,-88.11268292682927,-87.87658536585366,-109.065,-75.13487804878048,-88.10219512195123,-90.05780487804877,-89.9439024390244,-96.32024390243903,-96.71024390243902,-97.00853658536585,-99.33536363636364,-73.13853658536586,-76.72073170731707,-83.07073170731708,-83.39731707317073,-86.46243902439025,-86.82951219512195,-86.63243902439024,-101.52472727272728,-78.22636499463414,5.6258536585365855,1.9753658536585368,2.9746341463414634,1.6019512195121952,-4.351219512195121,-4.902926829268292,-5.324146341463414,-4.155,5.908536585365853,6.620243902439024,3.4778048780487807,0.9231707317073171,-0.6021951219512194,-2.2929268292682927,-3.0685365853658535,-1.0299999999999994,7.808292682926829,0.2639024390243903,2.8136585365853657,0.4958536585365855,-5.173658536585366,-5.770487804878048,-7.366341463414634,-12.683545454545456,4.912926829268294,7.432195121951219,3.2897560975609754,1.0868292682926828,-0.5407317073170728,-1.2868292682926832,-2.659756097560976,-12.478,5.5,125.15352812369935,41.0
4,105.87333333333332,10.506666666666664,3.856,19.733333333333334,0.0,27.933333333333334,538.2666666666667,0.015333333333333334,11.162666666666667,103622.73333333334,176.2,586.3333333333334,11.809333333333337,3.933333333333333,6.636,-81.93333333333334,3.6,3.8,2.7333333333333334,2.1333333333333333,3.6666666666666665,3.466666666666667,1.6,15.0,-84.01933333333334,-84.75,-90.65799999999999,-94.40066666666665,-96.59533333333336,-96.90866666666665,-97.32866666666665,-113.94,-86.72,-87.26533333333332,-92.45066666666668,-95.296,-97.54066666666664,-98.88400000000001,-98.696,-109.065,-92.39066666666668,-92.45,-98.80466666666668,-101.72599999999998,-104.09200000000001,-104.85733333333334,-104.86,-99.33536363636364,-84.958,-85.52933333333335,-91.20000000000002,-93.56,-96.24266666666666,-96.61666666666666,-97.9,-101.52472727272728,-80.07639000800002,2.167333333333333,-1.2919999999999996,-4.541333333333333,-7.426,-9.699333333333334,-10.437333333333331,-12.108,-4.155,3.592,-0.30266666666666675,-3.633333333333333,-5.804666666666666,-7.762666666666666,-9.838,-10.516,-1.0299999999999994,4.234,1.4,-3.257333333333332,-4.9046666666666665,-8.012666666666666,-9.594666666666667,-10.562666666666667,-12.683545454545456,3.9339999999999997,-0.13466666666666677,-3.1686666666666667,-4.866666666666666,-8.361333333333333,-9.142666666666667,-10.296,-12.478,5.5,125.15352812369935,15.0
5,96.555,12.970454545454546,3.811818181818182,15.681818181818182,0.0,29.227272727272727,406.6818181818182,0.007727272727272728,9.684545454545454,79131.40909090909,170.77272727272728,452.27272727272725,13.34681818181818,3.8181818181818183,22.591363636363635,-74.02363636363638,5.045454545454546,4.863636363636363,1.8181818181818181,1.0,2.5,3.6363636363636362,2.1363636363636362,15.0,-66.84,-71.51818181818182,-74.2531818181818,-78.02227272727272,-77.91272727272727,-76.05,-81.37227272727273,-113.94,-65.08863636363638,-74.50863636363637,-78.56136363636364,-80.17909090909092,-80.22772727272728,-76.60000000000001,-83.98227272727273,-109.065,-67.73545454545456,-79.86863636363637,-81.26181818181819,-85.00545454545455,-86.54318181818184,-83.56818181818181,-90.18499999999999,-99.33536363636364,-72.24272727272728,-75.9681818181818,-75.42318181818182,-78.9718181818182,-81.86136363636363,-80.73181818181818,-84.00454545454545,-101.52472727272728,-74.74766219318182,7.588181818181818,2.8172727272727274,5.008181818181819,3.9295454545454542,3.7318181818181824,0.08954545454545461,0.08499999999999995,-4.155,11.130454545454546,3.8400000000000003,5.634090909090909,6.2272727272727275,4.912272727272728,3.9690909090909092,0.705,-1.0299999999999994,22.599545454545453,4.345909090909091,7.546363636363636,5.168181818181818,2.859090909090909,1.6936363636363636,1.261818181818182,-12.683545454545456,4.1854545454545455,-1.0172727272727273,4.000454545454546,4.317727272727272,1.6327272727272728,-2.1763636363636363,-1.8495454545454544,-12.478,5.5,125.15352812369935,22.0
6,97.39,11.51,2.23,131.0,784.0,435.0,0.0,3.18,27.08,330152.0,245.0,1349.0,5.25,2.0,-7.38,-111.13,20.0,9.0,17.0,23.0,12.0,19.0,14.0,21.0,-123.5,-122.44,-116.44,-124.13,-113.0,-115.75,-115.06,-123.88,-116.94,-117.25,-119.31,-115.31,-124.81,-110.38,-118.75,-114.19,-77.37954545454545,-84.49386363636364,-88.88090909090909,-90.975,-93.43704545454547,-92.47772727272728,-95.55749999999998,-99.33536363636364,-80.8259090909091,-83.89909090909089,-87.69522727272728,-88.66181818181818,-92.0284090909091,-92.70090909090908,-93.33999999999999,-101.52472727272728,-114.0,-18.13,-16.5,-14.63,-17.5,6.94,-17.13,-4.06,-17.5,-12.81,-10.94,-18.0,-9.0,-13.81,-12.44,-8.69,-11.44,15.465227272727272,4.658863636363637,2.298181818181818,0.18909090909090898,-3.17,-4.093181818181819,-4.71909090909091,-12.683545454545456,5.544090909090909,0.7804545454545454,-0.6138636363636358,-0.7638636363636362,-4.544545454545454,-7.0227272727272725,-6.120681818181819,-12.478,4.0,156.16597702934834,1.0
7,291.15,19.67,2.89,32.0,0.0,531.0,0.0,0.9,1.43,117234.0,208.0,563.0,12.48,3.0,13.25,-54.13,12.0,29.0,0.0,21.0,14.0,5.0,13.0,6.0,-62.25,-67.63,-82.0,-59.63,-71.88,-56.56,-57.81,-76.63,-63.5,-57.31,-62.19,-62.31,-63.69,-50.0,-49.94,-61.19,-77.37954545454545,-84.49386363636364,-88.88090909090909,-90.975,-93.43704545454547,-92.47772727272728,-95.55749999999998,-99.33536363636364,-80.8259090909091,-83.89909090909089,-87.69522727272728,-88.66181818181818,-92.0284090909091,-92.70090909090908,-93.33999999999999,-101.52472727272728,-65.75,7.63,14.0,-17.44,16.06,0.31,14.13,9.56,0.13,-1.0,16.94,-11.63,6.19,6.0,15.0,15.63,8.75,15.465227272727272,4.658863636363637,2.298181818181818,0.18909090909090898,-3.17,-4.093181818181819,-4.71909090909091,-12.683545454545456,5.544090909090909,0.7804545454545454,-0.6138636363636358,-0.7638636363636362,-4.544545454545454,-7.0227272727272725,-6.120681818181819,-12.478,3.0,145.39724350704296,1.0
8,376.05636363636364,14.23,2.8981818181818184,36.90909090909091,58.54545454545455,1326.3636363636363,0.0,0.0,9.47181818181818,334646.8181818182,234.8181818181818,1422.909090909091,10.993636363636364,3.0,10.840000000000002,-88.71636363636364,2.0,3.0,3.1818181818181817,1.8181818181818181,5.0,5.090909090909091,3.1818181818181817,4.7272727272727275,-90.70545454545454,-93.65818181818182,-99.52727272727275,-99.76818181818182,-102.87454545454544,-104.08000000000001,-105.08909090909091,-104.5918181818182,-86.13727272727273,-88.09545454545454,-95.70545454545453,-96.93636363636365,-99.7781818181818,-101.69272727272728,-100.65363636363637,-100.4309090909091,-87.02363636363636,-89.1190909090909,-96.5,-96.94454545454545,-100.3309090909091,-101.38727272727274,-100.92999999999998,-101.48272727272727,-89.4090909090909,-91.82999999999998,-99.96727272727274,-98.35181818181817,-102.19545454545455,-104.66999999999999,-102.67545454545453,-102.08545454545455,-87.7063428090909,8.175454545454546,3.47,-2.1200000000000006,-3.8981818181818184,-8.973636363636363,-9.094545454545454,-11.056363636363637,-12.02909090909091,8.994545454545454,5.1881818181818184,-2.7390909090909092,-5.011818181818182,-9.761818181818182,-10.240000000000002,-11.084545454545454,-12.05181818181818,8.33090909090909,4.971818181818183,-2.9499999999999997,-4.79,-9.19909090909091,-9.88,-10.700000000000001,-12.07909090909091,6.902727272727272,2.578181818181818,-5.228181818181818,-5.845454545454545,-10.72181818181818,-11.86909090909091,-10.391818181818183,-11.93,4.0,168.0,11.0
9,5.022222222222222,12.107777777777779,1.0,1079.3333333333333,0.0,0.0,0.0,2.611111111111111,31.925555555555555,249463.77777777778,230.0,1079.5555555555557,2.187777777777778,1.0,-3.4988888888888887,-87.47333333333333,3.0,3.111111111111111,2.6666666666666665,2.6666666666666665,3.4444444444444446,3.6666666666666665,2.4444444444444446,9.863636363636363,-102.68666666666667,-82.83999999999999,-85.77,-82.56333333333333,-83.03,-84.68777777777778,-85.72888888888889,-104.1109090909091,-102.37000000000002,-84.97888888888889,-87.54222222222221,-84.1522222222222,-85.42444444444443,-85.17888888888889,-87.02222222222223,-92.65545454545455,-114.57555555555554,-96.00777777777778,-97.91555555555556,-94.76333333333335,-95.22777777777777,-96.27777777777777,-97.69555555555556,-94.653995215311,-103.97999999999999,-82.9511111111111,-86.88222222222223,-83.44555555555556,-82.17888888888889,-83.77777777777777,-85.68111111111112,-95.57483253588516,-66.77094475333334,-6.153333333333333,-11.347777777777779,-13.97888888888889,-13.598888888888888,-13.653333333333332,-13.847777777777777,-15.098888888888887,-9.734545454545454,-4.452222222222223,-13.326666666666666,-13.59,-13.729999999999999,-14.535555555555554,-14.02111111111111,-14.346666666666668,-8.93090909090909,-7.458888888888889,-13.875555555555556,-13.096666666666666,-13.563333333333333,-13.755555555555555,-14.214444444444446,-14.776666666666667,-10.590598086124402,-6.92111111111111,-13.068888888888887,-13.27222222222222,-13.979999999999999,-13.902222222222221,-14.312222222222223,-14.736666666666666,-10.496315789473684,5.5,184.12291608105795,9.0
